Date,Product,Category,Region,Channel,Units_Sold,Unit_Price,Stock_Remaining
2026-04-03,Printer,Electronics,East,Online,9,288,327
2026-04-04,Tablet,Electronics,West,Online,49,657,447
2026-04-05,Tablet,Electronics,East,Store,34,494,181
2026-04-06,Laptop,Electronics,South,Store,37,1368,67
2026-04-07,Tablet,Electronics,South,Online,48,1399,433
2026-04-08,Tablet,Electronics,East,Store,7,109,358
2026-04-09,Keyboard,Accessories,West,Online,1,1085,490
2026-04-10,Tablet,Electronics,North,Store,12,1408,158
2026-04-11,Laptop,Electronics,East,Online,21,1245,284
2026-04-12,Mouse,Accessories,East,Online,11,1409,442
2026-04-13,Printer,Electronics,North,Store,44,1001,163
2026-04-14,Keyboard,Accessories,East,Store,44,307,460
2026-04-15,Mouse,Accessories,North,Online,44,500,360
2026-04-16,Keyboard,Accessories,West,Store,14,656,72
2026-04-17,Headphones,Accessories,South,Store,34,520,118
2026-04-18,Monitor,Electronics,West,Store,34,71,340
2026-04-19,Headphones,Accessories,South,Online,25,122,498
2026-04-20,Tablet,Electronics,North,Store,4,1404,194
2026-04-21,Mouse,Accessories,South,Store,26,1467,88
2026-04-22,Tablet,Electronics,West,Online,16,718,344
2026-04-23,Monitor,Electronics,South,Store,10,1248,75
2026-04-24,Keyboard,Accessories,North,Store,45,1057,220
2026-04-25,Monitor,Electronics,South,Online,2,489,138
2026-04-26,Laptop,Electronics,East,Online,35,1347,371
2026-04-27,Monitor,Electronics,West,Store,19,446,394
2026-04-28,Laptop,Electronics,East,Store,6,129,240
2026-04-29,Monitor,Electronics,North,Online,19,534,153
2026-04-30,Printer,Electronics,South,Online,8,87,52
2026-05-01,Laptop,Electronics,East,Store,14,1289,141
2026-05-02,Mouse,Accessories,East,Store,10,408,319
2026-05-03,Tablet,Electronics,South,Store,3,327,463
2026-05-04,Tablet,Electronics,South,Online,38,1395,393
2026-05-05,Headphones,Accessories,West,Store,29,1109,30
2026-05-06,Tablet,Electronics,East,Online,15,479,222
2026-05-07,Keyboard,Accessories,East,Online,23,366,291
2026-05-08,Printer,Electronics,North,Online,23,344,265
2026-05-09,Monitor,Electronics,West,Store,18,686,281
2026-05-10,Headphones,Accessories,North,Store,46,1076,275
2026-05-11,Keyboard,Accessories,East,Store,19,87,380
2026-05-12,Keyboard,Accessories,North,Online,28,206,43
2026-05-13,Laptop,Electronics,East,Store,26,211,61
2026-05-14,Tablet,Electronics,East,Online,10,1256,200
2026-05-15,Mouse,Accessories,North,Online,47,447,334
2026-05-16,Mouse,Accessories,North,Online,4,1394,8
2026-05-17,Headphones,Accessories,South,Online,2,1151,70
2026-05-18,Printer,Electronics,South,Online,3,1283,89
2026-05-19,Mouse,Accessories,South,Online,7,235,23
2026-05-20,Monitor,Electronics,East,Store,16,196,139
2026-05-21,Mouse,Accessories,North,Online,31,1373,315
2026-05-22,Headphones,Accessories,West,Store,10,580,339
2026-05-23,Mouse,Accessories,East,Online,19,900,375
2026-05-24,Monitor,Electronics,West,Store,28,645,77
2026-05-25,Laptop,Electronics,North,Store,17,1493,213
2026-05-26,Printer,Electronics,East,Store,28,626,15
2026-05-27,Headphones,Accessories,West,Store,19,1490,28
2026-05-28,Laptop,Electronics,West,Online,37,198,415
2026-05-29,Laptop,Electronics,South,Online,23,414,466
2026-05-30,Laptop,Electronics,South,Online,20,1188,374
2026-05-31,Keyboard,Accessories,South,Online,13,895,290
2026-06-01,Printer,Electronics,East,Store,13,981,42
2026-06-02,Tablet,Electronics,North,Store,43,217,351
2026-06-03,Printer,Electronics,North,Store,11,988,374
2026-06-04,Keyboard,Accessories,South,Online,48,1127,52
2026-06-05,Tablet,Electronics,South,Store,15,688,275
2026-06-06,Printer,Electronics,South,Online,17,1128,370
2026-06-07,Laptop,Electronics,West,Store,28,476,231
2026-06-08,Headphones,Accessories,South,Store,19,1296,211
2026-06-09,Tablet,Electronics,West,Store,4,91,7
2026-06-10,Monitor,Electronics,North,Store,22,242,121
2026-06-11,Monitor,Electronics,East,Store,22,295,482
2026-06-12,Mouse,Accessories,East,Online,37,1289,41
2026-06-13,Tablet,Electronics,East,Store,39,1384,332
2026-06-14,Headphones,Accessories,East,Online,34,592,232
2026-06-15,Keyboard,Accessories,West,Online,33,943,69
2026-06-16,Laptop,Electronics,West,Online,44,490,366
2026-06-17,Mouse,Accessories,South,Online,42,473,15
2026-06-18,Monitor,Electronics,West,Online,40,988,68
2026-06-19,Keyboard,Accessories,South,Online,33,26,52
2026-06-20,Keyboard,Accessories,South,Online,12,207,172
2026-06-21,Laptop,Electronics,East,Online,2,23,434
2026-06-22,Tablet,Electronics,West,Store,28,926,481
2026-06-23,Monitor,Electronics,West,Store,10,1168,261
2026-06-24,Headphones,Accessories,South,Online,22,1058,378
2026-06-25,Keyboard,Accessories,South,Online,17,979,288
2026-06-26,Laptop,Electronics,North,Online,26,544,462
2026-06-27,Headphones,Accessories,North,Store,3,649,14
2026-06-28,Tablet,Electronics,South,Store,7,1283,269
2026-06-29,Monitor,Electronics,North,Online,44,794,166
2026-06-30,Tablet,Electronics,North,Online,8,379,62
2026-07-01,Keyboard,Accessories,South,Store,20,537,260
2026-07-02,Headphones,Accessories,South,Store,12,1363,499
2026-07-03,Headphones,Accessories,West,Online,35,1274,120
2026-07-04,Headphones,Accessories,South,Online,17,1073,345
2026-07-05,Keyboard,Accessories,South,Online,28,940,239
2026-07-06,Keyboard,Accessories,East,Online,41,1199,464
2026-07-07,Tablet,Electronics,West,Store,10,871,106
2026-07-08,Mouse,Accessories,West,Store,22,954,494
2026-07-09,Tablet,Electronics,West,Online,38,920,179
2026-07-10,Monitor,Electronics,East,Online,33,418,15
2026-07-11,Laptop,Electronics,South,Online,22,1389,354
2026-07-12,Headphones,Accessories,West,Store,44,1238,421
2026-07-13,Mouse,Accessories,West,Online,37,187,308
2026-07-14,Laptop,Electronics,North,Online,13,396,214
2026-07-15,Mouse,Accessories,West,Online,27,1405,76
2026-07-16,Printer,Electronics,South,Store,15,1287,224
2026-07-17,Tablet,Electronics,South,Online,22,626,92
2026-07-18,Keyboard,Accessories,North,Store,30,1030,180
2026-07-19,Headphones,Accessories,West,Online,43,608,173
2026-07-20,Tablet,Electronics,West,Online,40,1214,353
2026-07-21,Laptop,Electronics,West,Online,37,1449,353
2026-07-22,Printer,Electronics,East,Store,34,1250,218
2026-07-23,Printer,Electronics,West,Online,44,1197,142
2026-07-24,Printer,Electronics,South,Online,34,67,314
2026-07-25,Laptop,Electronics,South,Store,48,1044,433
2026-07-26,Laptop,Electronics,East,Store,35,1450,392
2026-07-27,Laptop,Electronics,East,Store,42,1150,281
2026-07-28,Laptop,Electronics,West,Online,19,192,258
2026-07-29,Printer,Electronics,North,Store,8,525,355
2026-07-30,Printer,Electronics,East,Online,39,1173,46
2026-07-31,Mouse,Accessories,East,Store,33,417,4
2026-08-01,Tablet,Electronics,West,Store,44,313,61
2026-08-02,Headphones,Accessories,West,Store,28,571,467
2026-08-03,Keyboard,Accessories,East,Online,37,1490,83
2026-08-04,Printer,Electronics,North,Online,48,869,132
2026-08-05,Keyboard,Accessories,East,Online,25,1059,393
2026-08-06,Tablet,Electronics,West,Online,36,904,335
2026-08-07,Tablet,Electronics,West,Online,17,1392,62
2026-08-08,Keyboard,Accessories,East,Online,24,1023,280
2026-08-09,Printer,Electronics,North,Online,21,1246,43
2026-08-10,Keyboard,Accessories,East,Online,2,153,152
2026-08-11,Mouse,Accessories,East,Online,31,790,413
2026-08-12,Monitor,Electronics,West,Store,44,527,269
2026-08-13,Printer,Electronics,North,Store,33,1109,341
2026-08-14,Printer,Electronics,South,Online,30,499,170
2026-08-15,Headphones,Accessories,North,Online,12,882,155
2026-08-16,Laptop,Electronics,East,Online,44,478,477
2026-08-17,Monitor,Electronics,East,Online,12,1385,274
2026-08-18,Tablet,Electronics,East,Store,49,645,357
2026-08-19,Printer,Electronics,North,Store,24,178,425
2026-08-20,Keyboard,Accessories,West,Online,24,180,19
2026-08-21,Monitor,Electronics,East,Store,11,1297,482
2026-08-22,Headphones,Accessories,East,Store,13,959,213
2026-08-23,Tablet,Electronics,North,Online,27,174,78
2026-08-24,Laptop,Electronics,South,Online,8,505,138
2026-08-25,Laptop,Electronics,South,Online,10,451,437
2026-08-26,Headphones,Accessories,West,Online,8,1070,97
2026-08-27,Headphones,Accessories,West,Store,20,1023,376
2026-08-28,Keyboard,Accessories,East,Online,8,1055,151
2026-08-29,Printer,Electronics,North,Store,9,86,197
2026-08-30,Laptop,Electronics,East,Online,7,561,272
2026-08-31,Tablet,Electronics,West,Store,14,115,155
2026-09-01,Monitor,Electronics,North,Online,28,234,49
2026-09-02,Tablet,Electronics,North,Online,2,213,478
2026-09-03,Mouse,Accessories,West,Store,43,1333,227
2026-09-04,Mouse,Accessories,South,Store,8,904,438
2026-09-05,Headphones,Accessories,South,Store,13,58,456
2026-09-06,Keyboard,Accessories,North,Online,21,958,9
2026-09-07,Mouse,Accessories,East,Store,47,958,148
2026-09-08,Laptop,Electronics,South,Store,28,225,57
2026-09-09,Tablet,Electronics,East,Store,35,961,161
2026-09-10,Tablet,Electronics,South,Store,23,574,350
2026-09-11,Headphones,Accessories,South,Store,46,503,476
2026-09-12,Printer,Electronics,East,Store,15,1380,106
2026-09-13,Printer,Electronics,West,Store,2,790,426
2026-09-14,Monitor,Electronics,South,Store,12,268,394
2026-09-15,Headphones,Accessories,South,Store,36,1117,288
2026-09-16,Monitor,Electronics,East,Online,3,392,185
2026-09-17,Printer,Electronics,West,Online,5,898,45
2026-09-18,Headphones,Accessories,South,Store,3,854,444
2026-09-19,Headphones,Accessories,South,Online,47,890,445
2026-09-20,Headphones,Accessories,West,Online,19,721,128
2026-09-21,Printer,Electronics,South,Store,2,157,404
2026-09-22,Monitor,Electronics,West,Store,44,967,317
2026-09-23,Monitor,Electronics,West,Store,37,476,447
2026-09-24,Headphones,Accessories,East,Store,17,833,86
2026-09-25,Mouse,Accessories,North,Store,14,842,248
2026-09-26,Keyboard,Accessories,West,Store,28,961,328
2026-09-27,Printer,Electronics,East,Online,27,463,439
2026-09-28,Keyboard,Accessories,North,Store,10,372,256
2026-09-29,Keyboard,Accessories,South,Online,3,1015,276
2026-09-30,Monitor,Electronics,North,Store,36,813,277
2026-10-01,Monitor,Electronics,West,Store,38,430,437
2026-10-02,Mouse,Accessories,West,Online,25,697,3
2026-10-03,Keyboard,Accessories,West,Store,22,472,64
2026-10-04,Keyboard,Accessories,West,Store,48,438,434
2026-10-05,Headphones,Accessories,West,Online,39,469,201
2026-10-06,Monitor,Electronics,East,Store,47,1014,62
2026-10-07,Keyboard,Accessories,West,Online,30,1158,142
2026-10-08,Tablet,Electronics,East,Store,21,70,243
2026-10-09,Mouse,Accessories,South,Store,30,1412,291
2026-10-10,Tablet,Electronics,West,Online,28,229,284
2026-10-11,Tablet,Electronics,West,Store,31,907,179
2026-10-12,Printer,Electronics,North,Online,26,1017,173
2026-10-13,Printer,Electronics,South,Online,43,1012,324
2026-10-14,Mouse,Accessories,West,Online,22,869,412
2026-10-15,Tablet,Electronics,West,Store,21,646,110
2026-10-16,Keyboard,Accessories,South,Store,1,698,174
2026-10-17,Monitor,Electronics,East,Online,37,1478,474
2026-10-18,Mouse,Accessories,West,Store,13,796,152
2026-10-19,Headphones,Accessories,North,Store,21,1270,463
2026-10-20,Tablet,Electronics,West,Store,46,682,399
2026-10-21,Mouse,Accessories,North,Online,9,287,355
2026-10-22,Laptop,Electronics,North,Store,17,135,216
2026-10-23,Laptop,Electronics,West,Online,47,773,296
2026-10-24,Printer,Electronics,West,Store,21,1403,448
2026-10-25,Monitor,Electronics,North,Store,31,1372,452
2026-10-26,Keyboard,Accessories,South,Online,39,1083,488
2026-10-27,Monitor,Electronics,South,Store,22,201,403
2026-10-28,Monitor,Electronics,West,Online,12,1252,452
2026-10-29,Monitor,Electronics,East,Store,6,922,419
2026-10-30,Monitor,Electronics,South,Online,16,1316,476
2026-10-31,Headphones,Accessories,West,Store,26,1162,239
2026-11-01,Headphones,Accessories,South,Store,5,1425,225
2026-11-02,Printer,Electronics,East,Store,9,965,185
2026-11-03,Mouse,Accessories,West,Online,46,277,47
2026-11-04,Laptop,Electronics,East,Online,40,528,465
2026-11-05,Monitor,Electronics,West,Online,14,111,385
2026-11-06,Printer,Electronics,East,Store,44,1204,207
2026-11-07,Mouse,Accessories,South,Online,42,168,156
2026-11-08,Laptop,Electronics,South,Online,30,136,224
2026-11-09,Tablet,Electronics,East,Online,26,477,143
2026-11-10,Keyboard,Accessories,East,Online,45,584,418
2026-11-11,Headphones,Accessories,East,Online,29,833,110
2026-11-12,Tablet,Electronics,West,Online,19,64,317
2026-11-13,Laptop,Electronics,South,Online,47,793,362
2026-11-14,Tablet,Electronics,West,Online,8,253,361
2026-11-15,Keyboard,Accessories,South,Online,23,1418,464
2026-11-16,Printer,Electronics,North,Online,42,216,131
2026-11-17,Laptop,Electronics,West,Store,35,44,112
2026-11-18,Tablet,Electronics,South,Store,31,414,323
2026-11-19,Headphones,Accessories,South,Online,35,733,434
2026-11-20,Headphones,Accessories,West,Store,32,1079,88
2026-11-21,Mouse,Accessories,West,Store,5,242,160
2026-11-22,Tablet,Electronics,South,Online,16,883,333
2026-11-23,Monitor,Electronics,West,Online,17,549,407
2026-11-24,Tablet,Electronics,East,Online,32,1231,74
2026-11-25,Printer,Electronics,West,Store,38,1445,280
2026-11-26,Laptop,Electronics,West,Online,32,276,411
2026-11-27,Laptop,Electronics,West,Store,20,673,6
2026-11-28,Printer,Electronics,South,Online,48,1179,112
2026-11-29,Tablet,Electronics,East,Store,2,610,35
2026-11-30,Printer,Electronics,North,Store,20,463,265
2026-12-01,Keyboard,Accessories,North,Online,47,437,112
2026-12-02,Printer,Electronics,East,Online,18,1335,291
2026-12-03,Headphones,Accessories,East,Store,1,593,222
2026-12-04,Printer,Electronics,East,Store,29,148,210
2026-12-05,Laptop,Electronics,South,Online,29,1030,17
2026-12-06,Headphones,Accessories,North,Online,19,360,240
2026-12-07,Laptop,Electronics,East,Store,44,829,133
2026-12-08,Mouse,Accessories,South,Online,40,1300,219
2026-12-09,Monitor,Electronics,North,Store,6,1011,390
2026-12-10,Laptop,Electronics,West,Online,44,119,101
2026-12-11,Headphones,Accessories,South,Online,39,58,139
2026-12-12,Mouse,Accessories,North,Online,46,282,168
2026-12-13,Laptop,Electronics,South,Store,8,169,497
2026-12-14,Keyboard,Accessories,North,Online,24,709,190
2026-12-15,Printer,Electronics,North,Store,20,832,481
2026-12-16,Monitor,Electronics,West,Online,14,1373,24
2026-12-17,Laptop,Electronics,South,Store,5,1163,464
2026-12-18,Mouse,Accessories,East,Store,41,238,436
2026-12-19,Keyboard,Accessories,West,Online,40,925,32
2026-12-20,Tablet,Electronics,West,Store,34,1166,342
2026-12-21,Mouse,Accessories,North,Store,16,263,328
2026-12-22,Printer,Electronics,East,Store,45,905,5
2026-12-23,Mouse,Accessories,South,Store,7,606,445
2026-12-24,Keyboard,Accessories,East,Online,16,537,193
2026-12-25,Mouse,Accessories,East,Online,7,1064,229
2026-12-26,Keyboard,Accessories,East,Online,27,209,136
2026-12-27,Laptop,Electronics,East,Store,14,1268,322
2026-12-28,Keyboard,Accessories,East,Store,14,934,399
2026-12-29,Keyboard,Accessories,North,Online,44,634,472
2026-12-30,Monitor,Electronics,North,Online,33,875,215
2026-12-31,Keyboard,Accessories,West,Store,33,485,494
2027-01-01,Keyboard,Accessories,North,Online,44,118,348
2027-01-02,Tablet,Electronics,West,Online,20,849,363
2027-01-03,Laptop,Electronics,West,Store,47,1406,182
2027-01-04,Printer,Electronics,South,Online,36,1016,167
2027-01-05,Monitor,Electronics,East,Store,7,1126,281
2027-01-06,Tablet,Electronics,North,Online,32,75,37
2027-01-07,Headphones,Accessories,South,Store,48,1065,162
2027-01-08,Laptop,Electronics,North,Store,3,599,470
2027-01-09,Laptop,Electronics,West,Store,39,204,451
2027-01-10,Headphones,Accessories,North,Store,29,541,442
2027-01-11,Printer,Electronics,East,Store,24,283,489
2027-01-12,Keyboard,Accessories,West,Online,22,1268,141
2027-01-13,Tablet,Electronics,West,Online,6,1081,247
2027-01-14,Mouse,Accessories,South,Online,48,1022,430
2027-01-15,Monitor,Electronics,East,Store,24,142,102
2027-01-16,Mouse,Accessories,West,Online,40,1199,198
2027-01-17,Headphones,Accessories,East,Store,23,320,199
2027-01-18,Laptop,Electronics,North,Store,38,852,41
2027-01-19,Printer,Electronics,East,Online,10,1110,434
2027-01-20,Laptop,Electronics,West,Store,16,664,146
2027-01-21,Monitor,Electronics,South,Online,11,893,65
2027-01-22,Laptop,Electronics,West,Store,32,413,430
2027-01-23,Laptop,Electronics,East,Store,45,680,192
2027-01-24,Monitor,Electronics,East,Online,6,1448,297
2027-01-25,Tablet,Electronics,West,Store,24,1492,37
2027-01-26,Tablet,Electronics,East,Online,33,1174,140
2027-01-27,Monitor,Electronics,North,Store,12,88,105
2027-01-28,Printer,Electronics,West,Online,27,1388,427
2027-01-29,Headphones,Accessories,South,Store,38,781,151
2027-01-30,Laptop,Electronics,West,Online,18,339,351
2027-01-31,Printer,Electronics,North,Online,45,196,413
2027-02-01,Laptop,Electronics,North,Store,39,603,325
2027-02-02,Headphones,Accessories,North,Online,13,1203,37
2027-02-03,Tablet,Electronics,North,Store,40,601,96
2027-02-04,Printer,Electronics,North,Store,30,1178,107
2027-02-05,Keyboard,Accessories,South,Online,49,130,118
2027-02-06,Keyboard,Accessories,East,Online,41,1018,150
2027-02-07,Keyboard,Accessories,North,Online,13,777,73
2027-02-08,Tablet,Electronics,North,Online,34,302,56
2027-02-09,Tablet,Electronics,West,Online,36,213,365
2027-02-10,Headphones,Accessories,South,Store,30,986,334
2027-02-11,Laptop,Electronics,South,Online,25,1090,251
2027-02-12,Headphones,Accessories,East,Store,2,997,406
2027-02-13,Headphones,Accessories,South,Online,36,361,291
2027-02-14,Tablet,Electronics,West,Online,18,1285,312
2027-02-15,Keyboard,Accessories,West,Online,5,541,254
2027-02-16,Mouse,Accessories,East,Store,19,1413,253
2027-02-17,Laptop,Electronics,West,Online,42,820,384
2027-02-18,Tablet,Electronics,North,Store,18,922,455
2027-02-19,Keyboard,Accessories,North,Store,32,150,258
2027-02-20,Printer,Electronics,West,Store,21,1313,269
2027-02-21,Mouse,Accessories,East,Online,10,833,464
2027-02-22,Mouse,Accessories,South,Store,37,80,33
2027-02-23,Tablet,Electronics,East,Online,49,183,494
2027-02-24,Monitor,Electronics,South,Store,22,291,325
2027-02-25,Laptop,Electronics,West,Online,13,152,324
2027-02-26,Mouse,Accessories,West,Store,17,1287,237
2027-02-27,Tablet,Electronics,North,Online,9,1017,178
2027-02-28,Tablet,Electronics,South,Online,24,1477,488
2027-03-01,Keyboard,Accessories,East,Online,44,57,103
2027-03-02,Printer,Electronics,West,Store,14,1362,28
2027-03-03,Monitor,Electronics,East,Store,46,1419,226
2027-03-04,Laptop,Electronics,North,Online,8,636,465
2027-03-05,Headphones,Accessories,South,Store,37,493,231
2027-03-06,Printer,Electronics,South,Store,19,78,303
2027-03-07,Printer,Electronics,West,Store,28,608,349
2027-03-08,Keyboard,Accessories,South,Store,46,518,334
2027-03-09,Mouse,Accessories,West,Store,41,1261,116
2027-03-10,Mouse,Accessories,North,Store,30,586,206
2027-03-11,Keyboard,Accessories,South,Store,7,586,399
2027-03-12,Tablet,Electronics,West,Online,26,1172,184
2027-03-13,Mouse,Accessories,East,Online,40,923,480
2027-03-14,Monitor,Electronics,West,Store,46,402,137
2027-03-15,Laptop,Electronics,South,Online,46,1431,402
2027-03-16,Printer,Electronics,North,Online,11,104,484
2027-03-17,Printer,Electronics,South,Online,14,646,497
2027-03-18,Monitor,Electronics,South,Store,21,1480,322
2027-03-19,Mouse,Accessories,West,Store,8,845,163
2027-03-20,Printer,Electronics,East,Store,3,312,387
2027-03-21,Headphones,Accessories,South,Store,28,1092,74
2027-03-22,Laptop,Electronics,East,Store,29,1110,232
2027-03-23,Laptop,Electronics,West,Online,23,806,416
2027-03-24,Printer,Electronics,East,Store,18,148,283
2027-03-25,Keyboard,Accessories,West,Online,35,48,479
2027-03-26,Printer,Electronics,North,Store,13,1386,376
2027-03-27,Keyboard,Accessories,East,Online,12,1162,254
2027-03-28,Printer,Electronics,East,Store,47,711,463
2027-03-29,Headphones,Accessories,North,Store,5,152,8
2027-03-30,Tablet,Electronics,East,Store,39,1370,202
2027-03-31,Laptop,Electronics,North,Store,11,1228,389
2027-04-01,Printer,Electronics,South,Store,11,665,378
2027-04-02,Headphones,Accessories,West,Store,47,708,304
2027-04-03,Keyboard,Accessories,North,Online,42,553,90
2027-04-04,Keyboard,Accessories,East,Store,47,1284,380
2027-04-05,Laptop,Electronics,North,Online,31,535,331
2027-04-06,Monitor,Electronics,East,Store,31,979,149
2027-04-07,Printer,Electronics,South,Online,13,184,359
2027-04-08,Mouse,Accessories,North,Online,14,946,175
2027-04-09,Keyboard,Accessories,South,Online,49,952,484
2027-04-10,Tablet,Electronics,West,Online,45,576,404
2027-04-11,Tablet,Electronics,East,Online,42,1261,32
2027-04-12,Keyboard,Accessories,East,Online,25,699,464
2027-04-13,Monitor,Electronics,South,Store,33,1012,183
2027-04-14,Monitor,Electronics,West,Online,33,1048,156
2027-04-15,Headphones,Accessories,North,Store,15,776,52
2027-04-16,Tablet,Electronics,North,Store,16,1124,295
2027-04-17,Headphones,Accessories,East,Online,44,1290,201
2027-04-18,Tablet,Electronics,South,Online,38,874,273
2027-04-19,Printer,Electronics,South,Store,6,512,174
2027-04-20,Printer,Electronics,North,Online,44,668,243
2027-04-21,Mouse,Accessories,West,Online,25,1429,268
2027-04-22,Printer,Electronics,West,Online,15,1011,410
2027-04-23,Mouse,Accessories,North,Online,4,1350,445
2027-04-24,Printer,Electronics,North,Online,4,647,73
2027-04-25,Laptop,Electronics,South,Online,30,644,95
2027-04-26,Printer,Electronics,West,Online,34,562,360
2027-04-27,Headphones,Accessories,North,Store,27,26,172
2027-04-28,Keyboard,Accessories,North,Online,31,973,386
2027-04-29,Headphones,Accessories,East,Store,32,534,405
2027-04-30,Keyboard,Accessories,North,Store,44,774,154
2027-05-01,Monitor,Electronics,North,Store,39,92,182
2027-05-02,Headphones,Accessories,West,Store,9,29,322
2027-05-03,Monitor,Electronics,South,Online,41,581,288
2027-05-04,Mouse,Accessories,West,Store,8,141,257
2027-05-05,Mouse,Accessories,South,Store,14,706,74
2027-05-06,Laptop,Electronics,East,Store,33,532,173
2027-05-07,Printer,Electronics,North,Store,23,1009,329
2027-05-08,Headphones,Accessories,East,Store,21,460,230
2027-05-09,Monitor,Electronics,South,Online,12,1081,246
2027-05-10,Keyboard,Accessories,West,Online,2,721,160
2027-05-11,Mouse,Accessories,West,Store,13,610,185
2027-05-12,Printer,Electronics,East,Online,4,1388,390
2027-05-13,Mouse,Accessories,South,Online,20,1381,142
2027-05-14,Keyboard,Accessories,East,Store,48,1227,281
2027-05-15,Printer,Electronics,East,Store,14,86,394
2027-05-16,Printer,Electronics,North,Store,30,36,127
2027-05-17,Monitor,Electronics,East,Online,29,1426,165
2027-05-18,Monitor,Electronics,North,Store,8,387,26
2027-05-19,Headphones,Accessories,North,Online,12,923,245
2027-05-20,Headphones,Accessories,West,Online,41,1359,486
2027-05-21,Tablet,Electronics,North,Online,38,740,134
2027-05-22,Tablet,Electronics,North,Store,26,1388,384
2027-05-23,Laptop,Electronics,West,Online,2,977,201
2027-05-24,Mouse,Accessories,East,Store,40,927,20
2027-05-25,Headphones,Accessories,South,Store,14,1008,78
2027-05-26,Monitor,Electronics,South,Store,6,492,157
2027-05-27,Keyboard,Accessories,South,Store,42,134,93
2027-05-28,Monitor,Electronics,East,Store,40,119,7
2027-05-29,Mouse,Accessories,North,Online,31,457,471
2027-05-30,Tablet,Electronics,South,Online,17,1388,338
2027-05-31,Monitor,Electronics,East,Online,25,368,258
2027-06-01,Laptop,Electronics,North,Online,32,158,54
2027-06-02,Mouse,Accessories,West,Online,12,847,398
2027-06-03,Tablet,Electronics,South,Store,49,343,35
2027-06-04,Keyboard,Accessories,North,Store,13,865,5
2027-06-05,Tablet,Electronics,South,Online,19,1345,376
2027-06-06,Printer,Electronics,South,Online,44,313,41
2027-06-07,Laptop,Electronics,South,Online,48,987,49
2027-06-08,Mouse,Accessories,North,Store,25,1335,111
2027-06-09,Keyboard,Accessories,East,Store,31,93,145
2027-06-10,Laptop,Electronics,North,Store,37,503,229
2027-06-11,Tablet,Electronics,South,Online,25,35,210
2027-06-12,Laptop,Electronics,North,Online,16,1379,496
2027-06-13,Mouse,Accessories,West,Online,38,812,305
2027-06-14,Headphones,Accessories,East,Online,43,535,29
2027-06-15,Laptop,Electronics,North,Store,49,944,460
2027-06-16,Printer,Electronics,West,Online,23,1170,294
2027-06-17,Laptop,Electronics,East,Online,14,843,115
2027-06-18,Tablet,Electronics,West,Online,6,537,395
2027-06-19,Tablet,Electronics,East,Store,25,148,225
2027-06-20,Keyboard,Accessories,North,Store,23,530,58
2027-06-21,Tablet,Electronics,West,Online,43,442,75
2027-06-22,Monitor,Electronics,South,Store,12,404,427
2027-06-23,Mouse,Accessories,West,Store,13,251,215
2027-06-24,Mouse,Accessories,East,Store,36,978,131
2027-06-25,Headphones,Accessories,North,Store,39,844,419
2027-06-26,Headphones,Accessories,East,Store,34,1238,497
2027-06-27,Mouse,Accessories,West,Online,6,84,303
2027-06-28,Printer,Electronics,West,Online,38,852,397
2027-06-29,Headphones,Accessories,South,Online,40,634,80
2027-06-30,Keyboard,Accessories,North,Store,8,1320,304
2027-07-01,Tablet,Electronics,North,Store,8,1267,66
2027-07-02,Mouse,Accessories,West,Store,40,820,229
2027-07-03,Headphones,Accessories,North,Store,33,297,470
2027-07-04,Mouse,Accessories,South,Online,34,385,332
2027-07-05,Monitor,Electronics,East,Online,44,535,392
2027-07-06,Laptop,Electronics,North,Online,15,1258,276
2027-07-07,Tablet,Electronics,West,Online,36,458,360
2027-07-08,Mouse,Accessories,East,Online,35,447,71
2027-07-09,Laptop,Electronics,East,Online,46,748,208
2027-07-10,Headphones,Accessories,South,Store,22,415,271
2027-07-11,Laptop,Electronics,West,Store,23,1252,143
2027-07-12,Tablet,Electronics,North,Online,40,605,250
2027-07-13,Mouse,Accessories,West,Store,45,1270,283
2027-07-14,Monitor,Electronics,East,Online,22,394,178
2027-07-15,Printer,Electronics,West,Online,5,967,439
2027-07-16,Headphones,Accessories,North,Store,31,112,79
2027-07-17,Mouse,Accessories,North,Online,13,340,56
2027-07-18,Tablet,Electronics,South,Online,28,1053,365
2027-07-19,Headphones,Accessories,North,Online,20,933,307
2027-07-20,Keyboard,Accessories,North,Store,33,1346,173
2027-07-21,Laptop,Electronics,West,Store,16,1365,461
2027-07-22,Printer,Electronics,West,Store,29,1499,237
2027-07-23,Tablet,Electronics,East,Store,23,1321,491
2027-07-24,Keyboard,Accessories,South,Online,24,1436,165
2027-07-25,Mouse,Accessories,West,Store,34,936,83
2027-07-26,Monitor,Electronics,North,Store,7,114,492
2027-07-27,Headphones,Accessories,East,Store,38,978,47
2027-07-28,Laptop,Electronics,West,Online,37,1150,126
2027-07-29,Headphones,Accessories,South,Store,4,1433,168
2027-07-30,Printer,Electronics,South,Store,34,90,353
2027-07-31,Mouse,Accessories,East,Online,42,683,373
2027-08-01,Headphones,Accessories,East,Online,22,988,442
2027-08-02,Laptop,Electronics,East,Online,5,606,348
2027-08-03,Mouse,Accessories,East,Online,42,1419,66
2027-08-04,Headphones,Accessories,East,Store,23,746,329
2027-08-05,Monitor,Electronics,North,Online,15,387,339
2027-08-06,Tablet,Electronics,North,Store,31,70,193
2027-08-07,Mouse,Accessories,West,Store,9,1186,154
